Title,Author,Rating,Image Source
"Haroun and the Sea of Stories (Khalifa Brothers, #1)",Salman Rushdie,4.01,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419913148i/4835.jpg
سیمای شکسته پدر سالار,سید مرتضی مصطفوی,3.56,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532499626i/40941784.jpg
Flatland: A Romance of Many Dimensions,Edwin A. Abbott,3.82,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435435775i/433567.jpg
"The Call of the Wild, White Fang and Other Stories",Jack London,3.99,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388295742i/43037.jpg
"Thud! (Discworld, #34; City Watch #7)",Terry Pratchett,4.32,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320495268i/62530.jpg
The Sense of an Ending,Julian Barnes,3.72,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311704453i/10746542.jpg
"Men Are from Mars, Women Are from Venus",John Gray,3.55,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441636319i/1274.jpg
2666,Roberto Bolaño,4.21,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1412644327i/63032.jpg
Moon Palace,Paul Auster,3.94,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390616212i/447.jpg
The Lottery and Other Stories,Shirley Jackson,4.06,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1416448200i/89723.jpg
"Nightfall (The Vampire Diaries: The Return, #1)",L.J. Smith,3.57,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347414391i/3934321.jpg
"A Storm of Swords: Steel and Snow (A Song of Ice and Fire, #3: Part 1 of 2)",George R.R. Martin,4.48,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353235205i/768889.jpg
"The Young Elites (The Young Elites, #1)",Marie Lu,3.9,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407318399i/20821111.jpg
"The Golem's Eye (Bartimaeus, #2)",Jonathan Stroud,4.1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441130242i/59263.jpg
"Never Fade (The Darkest Minds, #2)",Alexandra Bracken,4.27,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368460550i/16150830.jpg
In Search of Lost Time (6 Volumes),Marcel Proust,4.34,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352231701i/18796.jpg
"Sarah, Plain and Tall (Sarah, Plain and Tall, #1)",Patricia MacLachlan,3.77,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327254558i/106264.jpg
The Communist Manifesto,Karl Marx,3.56,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1565912767i/30474.jpg
"Good Night, Mr. Tom",Michelle Magorian,4.31,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1282757902i/161099.jpg
Kindred,Octavia E. Butler,4.24,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1339423248i/60931.jpg
"Wool Omnibus (Silo, #1)",Hugh Howey,4.23,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349614200i/13453029.jpg
Dance with the Devil (Dark-Hunter #3),Sherrilyn Kenyon,4.39,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388703603i/84145.jpg
"Rich Dad, Poor Dad",Robert T. Kiyosaki,4.06,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388211242i/69571.jpg
The Authoritative Calvin and Hobbes: A Calvin and Hobbes Treasury,Bill Watterson,4.74,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391114055i/59715.jpg
The Guardian of Secrets and Her Deathly Pact,Jana Petken,4.18,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400862241i/18501652.jpg
Uprooted,Naomi Novik,4.09,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550135418i/22544764.jpg
The True Confessions of Charlotte Doyle,Avi,3.83,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348243806i/310146.jpg
Black Boy,Richard Wright,4.06,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440889513i/228630.jpg
"The Vampire Armand (The Vampire Chronicles, #6)",Anne Rice,3.76,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388355184i/31332.jpg
"Blood Red Road (Dust Lands, #1)",Moira Young,3.92,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1293651959i/9917938.jpg
Intensity,Dean Koontz,4.04,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308458213i/32439.jpg
"Deity (Covenant, #3)",Jennifer L. Armentrout,4.38,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1323658176i/9761778.jpg
Code Name Verity,Elizabeth Wein,4.05,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388161911i/11925514.jpg
God Is Not Great: How Religion Poisons Everything,Christopher Hitchens,3.97,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1411218313i/43369.jpg
Hard Times,Charles Dickens,3.52,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348651243i/5344.jpg
"Caraval (Caraval, #1)",Stephanie Garber,3.95,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465563623i/27883214.jpg
The Egyptian,Mika Waltari,4.13,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441638968i/26216087.jpg
"The Daughter of Time (Inspector Alan Grant, #5)",Josephine Tey,3.93,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394326949i/77661.jpg
Ghost Story,Peter Straub,3.95,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441771752i/19581.jpg
Dark Matter,Blake Crouch,4.1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1472119680i/27833670.jpg
"Winesburg, Ohio",Sherwood Anderson,3.84,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391639013i/80176.jpg
"The Harry Potter Collection 1-4 (Harry Potter, #1-4)",J.K. Rowling,4.67,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1266471831i/99298.jpg
"Leviathan (Leviathan, #1)",Scott Westerfeld,3.92,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1275694232i/6050678.jpg
Lips of a Mastodon,Ted Bernal Guevara,3.95,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438191401i/26004546.jpg
"O Pioneers! (Great Plains Trilogy, #1)",Willa Cather,3.87,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388956566i/140963.jpg
Night Watch (Watch #1),Sergei Lukyanenko,3.98,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351342315i/359375.jpg
Buddenbrooks: The Decline of a Family,Thomas Mann,4.15,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1337128414i/80890.jpg
Our Mutual Friend,Charles Dickens,4.08,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403189244i/31244.jpg
"Pure (Covenant, #2)",Jennifer L. Armentrout,4.33,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1296780419i/9761771.jpg
"The Diviners (The Diviners, #1)",Libba Bray,3.97,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555345561i/7728889.jpg
The Earthsea Trilogy,Ursula K. Le Guin,4.26,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1295382040i/1170158.jpg
"The Physician (Cole Family Trilogy, #1)",Noah Gordon,4.37,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389582565i/4692.jpg
"Chain Reaction (Perfect Chemistry, #3)",Simone Elkeles,4.1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1562571813i/8662836.jpg
"The Wrath and the Dawn (The Wrath and the Dawn, #1)",Renée Ahdieh,4.14,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417956963i/18798983.jpg
"Rise of the Evening Star (Fablehaven, #2)",Brandon Mull,4.15,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386633982i/784911.jpg
"Reached (Matched, #3)",Ally Condie,3.56,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1330717582i/13125947.jpg
Moloka'i (Moloka'i #1),Alan Brennert,4.17,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441920261i/3273.jpg
"Opposition (Lux, #5)",Jennifer L. Armentrout,4.4,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398694101i/13644055.jpg
Diary,Chuck Palahniuk,3.61,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388196823i/22284.jpg
"Faith of the Fallen (Sword of Truth, #6)",Terry Goodkind,4.1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516509957i/121127.jpg
"Finnikin of the Rock (Lumatere Chronicles, #1)",Melina Marchetta,3.91,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1346007613i/4932435.jpg
Stones (One True Child Series Book 5),L.C. Conn,4.3,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551416565i/44164186.jpg
The Mill on the Floss,George Eliot,3.79,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394285531i/20564.jpg
"The Mysterious Affair at Styles (Hercule Poirot, #1)",Agatha Christie,3.99,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386922393i/16343.jpg
The Lords of Discipline,Pat Conroy,4.3,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320483838i/85443.jpg
"Splintered (Splintered, #1)",A.G. Howard,3.94,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340134213i/12558285.jpg
"The Winner's Curse (The Winner's Trilogy, #1)",Marie Rutkoski,3.99,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377023523i/16069030.jpg
Wives and Daughters,Elizabeth Gaskell,4.1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348267609i/383206.jpg
When Breath Becomes Air,Paul Kalanithi,4.36,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1492677644i/25899336.jpg
The Kitchen House,Kathleen Grissom,4.2,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463229128i/6837103.jpg
The Year of the Flood,Margaret Atwood,4.07,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327906873i/6080337.jpg
The Steps: 12 Secrets To Raising Happy and Successful Kids,Andrew    Watson,4.74,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1567121506l/52775419._SX5.jpg
Nickel and Dimed: On (Not) Getting by in America,Barbara Ehrenreich,3.63,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442378091i/1869.jpg
"The Testing (The Testing, #1)",Joelle Charbonneau,4.05,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1363452191i/13326831.jpg
الحرافيش,Naguib Mahfouz,4.37,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347915841i/5295735.jpg
The Fall of the House of Usher and Other Tales,Edgar Allan Poe,4.16,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355276847i/32559.jpg
"Beautiful Chaos (Caster Chronicles, #3)",Kami Garcia,3.94,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327878503i/10757833.jpg
Os Maias,Eça de Queirós,4.01,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362526641i/1249630.jpg
Galápagos,Kurt Vonnegut Jr.,3.88,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585146350i/9593.jpg
The End of Eternity,Isaac Asimov,4.24,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405527675i/509784.jpg
"The Forbidden Game (The Forbidden Game, #1-3)",L.J. Smith,4.19,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405784030i/7100490.jpg
Eye of the Needle,Ken Follett,4.18,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327939511i/92364.jpg
"The Thief (The Queen's Thief, #1)",Megan Whalen Turner,3.88,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427740839i/448873.jpg
"The Long Goodbye (Philip Marlowe, #6)",Raymond Chandler,4.22,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388225584i/2054.jpg
"The Sword of Summer (Magnus Chase and the Gods of Asgard, #1)",Rick Riordan,4.25,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434701340i/15724396.jpg
Confessions,Augustine of Hippo,3.92,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1266454051i/27037.jpg
"Nevermore (Nevermore, #1)",Kelly Creagh,3.87,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1294381693i/7129598.jpg
"Reckless (Thoughtless, #3)",S.C. Stephens,4.41,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356986017i/13600318.jpg
"Tales of the City (Tales of the City, #1)",Armistead Maupin,4.03,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483075229i/16255.jpg
Little Dorrit,Charles Dickens,3.99,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1496619146i/31250.jpg
"The Road Less Traveled: A New Psychology of Love, Traditional Values and Spiritual Growth",M. Scott Peck,4.06,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1322673263i/347852.jpg
"So Long, and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy, #4)",Douglas Adams,4.09,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327873354i/6091075.jpg
Slave to Sensation (Psy-Changeling #1),Nalini Singh,4.12,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403541641i/178476.jpg
"Twilight (The Mediator, #6)",Meg Cabot,4.25,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327959055i/93724.jpg
"The Sight (The Sight, #1)",David Clement-Davies,4.14,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388297746i/58085.jpg
"The Sweet Far Thing (Gemma Doyle, #3)",Libba Bray,3.97,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358704741i/127459.jpg
"The Coincidence of Callie & Kayden (The Coincidence, #1)",Jessica Sorensen,4.19,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353550763i/16113791.jpg
The Cadaver Factory,Kenneth Jarrett Singleton,4.35,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1267788793i/7510368.jpg
"Lord of Chaos (The Wheel of Time, #6)",Robert Jordan,4.13,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480096417i/35231.jpg
Explosion in Paris,Linda Masemore Pirrung,4.11,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347404282i/6447501.jpg
أولاد حارتنا,نجيب محفوظ,4.1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1213947027i/2364284.jpg
"The Rise of Nine (Lorien Legacies, #3)",Pittacus Lore,4.18,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331740153i/12971616.jpg
By the River Piedra I Sat Down and Wept,Paulo Coelho,3.57,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466877798i/1428.jpg
Dreamland,Sarah Dessen,3.91,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385861832i/4325.jpg
"Stone of Tears (Sword of Truth, #2)",Terry Goodkind,4.11,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1478930875i/234184.jpg
Heart of a Dog,Mikhail Bulgakov,4.1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1457906509i/113205.jpg
Carnal: Somewhere Over 40 Winks,Rom LcO'Feer,3.65,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347312513i/7673244.jpg
Gates of Fire,Steven Pressfield,4.42,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924869i/1305.jpg
"The City of Dreaming Books (Zamonia, #4)",Walter Moers,4.37,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320430394i/62031.jpg
"Son of the Shadows (Sevenwaters, #2)",Juliet Marillier,4.33,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388460890i/13927.jpg
The Return of the Native,Thomas Hardy,3.86,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403182613i/32650.jpg
The Fall of Hyperion (Hyperion Cantos #2),Dan Simmons,4.21,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1541174620i/77565.jpg
More Than This,Patrick Ness,3.99,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398164413i/21969786.jpg
"The Orb of Truth (The Horn King, #1)",Brae Wyckoff,3.77,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353213243i/16155612.jpg
Amy & Roger's Epic Detour,Morgan Matson,4,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327989202i/7664334.jpg
"A Song of Ice and Fire (A Song of Ice and Fire, #1-5)",George R.R. Martin,4.61,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1339340118i/12177850.jpg
Bag of Bones,Stephen King,3.9,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1365592796i/10589.jpg
"Grave Mercy (His Fair Assassin, #1)",Robin LaFevers,3.9,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320269319i/9565548.jpg
"The Dragonbone Chair (Memory, Sorrow, and Thorn, #1)",Tad Williams,3.95,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1477417642i/91981.jpg
"Existence (Existence, #1)",Abbi Glines,3.94,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327184429i/13223520.jpg
"Beyond the Shadows (Night Angel, #3)",Brent Weeks,4.28,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327881432i/3754026.jpg
"Ship of Magic (Liveship Traders, #1)",Robin Hobb,4.15,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360507722i/45100.jpg
Avalon High,Meg Cabot,3.81,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1172542154i/187812.jpg
"Tangled (Tangled, #1)",Emma Chase,4.09,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375808439i/18297707.jpg
Someone Like You,Sarah Dessen,3.93,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336001301i/816953.jpg
"The Grand Delusion (Manufactured Identity, Book #2)",Heath Sommer,4.14,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1287083704i/9508678.jpg
The Girl Who Loved Tom Gordon,Stephen King,3.59,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1580235339i/11564.jpg
"Warbreaker (Warbreaker, #1)",Brandon Sanderson,4.26,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1240256182i/1268479.jpg
Let the Great World Spin,Colum McCann,3.95,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474988022i/5941033.jpg
"Bloodlines (Bloodlines, #1)",Lindsay Anne Kendal,3.7,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328309025i/7897851.jpg
Broken Promises (Past Imperfect Mystery Book 1),Anne  Willow,4.3,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1526328674i/40121205.jpg
"This Girl (Slammed, #3)",Colleen Hoover,4.15,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364326075i/15784909.jpg
"Eon: Dragoneye Reborn (Eon, #1)",Alison Goodman,3.97,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1299076175i/2986865.jpg
The Rules of Attraction,Bret Easton Ellis,3.69,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468426907i/9912.jpg
Where the Crawdads Sing,Delia Owens,4.49,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1582135294i/36809135.jpg
Lord Jim,Joseph Conrad,3.62,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372366969i/12194.jpg
"Shadow's Edge (Night Angel, #2)",Brent Weeks,4.27,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327881435i/3754016.jpg
"Wild Magic (Immortals, #1)",Tamora Pierce,4.32,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554192590i/13836.jpg
The Rise and Fall of the Third Reich: A History of Nazi Germany,William L. Shirer,4.17,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331223772i/767171.jpg
Brida,Paulo Coelho,3.48,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403772793i/68591.jpg
"Significance (Significance, #1)",Shelly Crane,4.11,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434591910i/16282066.jpg
Take My Heart,J.J. Sorel,4.36,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547066854i/43524300.jpg
"The Light Fantastic (Discworld, #2; Rincewind #2)",Terry Pratchett,3.97,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389554927i/34506.jpg
"Xenocide (Ender's Saga, #3)",Orson Scott Card,3.79,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924577i/8648.jpg
"Enna Burning (The Books of Bayern, #2)",Shannon Hale,3.98,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388286936i/248482.jpg
"A Hunger Like No Other (Immortals After Dark, #1)",Kresley Cole,4.19,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357616154i/14384.jpg
Rage of Angels,Sidney Sheldon,3.93,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356445383i/43328.jpg
"The Kiss of Deception (The Remnant Chronicles, #1)",Mary E. Pearson,4.02,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389804901i/16429619.jpg
"Child 44 (Leo Demidov, #1)",Tom Rob Smith,4.09,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1326549060i/2161733.jpg
The House at Riverton,Kate Morton,3.95,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356452218i/1278752.jpg
The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Richard Preston,4.12,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413747743i/16213.jpg
The Second Sex,Simone de Beauvoir,4.13,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327978178i/457264.jpg
"The Sword in the Stone (The Once and Future King, #1)",T.H. White,3.91,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355212194i/316845.jpg
Educated,Tara Westover,4.47,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1506026635i/35133922.jpg
"To Say Nothing of the Dog (Oxford Time Travel, #2)",Connie Willis,4.13,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1469410460i/77773.jpg
Tell the Wolves I'm Home,Carol Rifka Brunt,4.04,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335450415i/12875258.jpg
Hairspray and Lighter,J. Jupes,4.52,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544031544i/42941607.jpg
Falling Up,Shel Silverstein,4.34,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327871908i/30120.jpg
"Baby (Species Intervention #6609, #1)",J.K. Accinni,3.81,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1370910498i/15992857.jpg
"The Constant Princess (The Plantagenet and Tudor Novels, #6)",Philippa Gregory,3.9,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355932704i/16181.jpg
We the Living,Ayn Rand,3.91,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1306188481i/668.jpg
"Fruits Basket, Vol. 1",Natsuki Takaya,4.24,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442161482i/271199.jpg
"The Long Dark Tea-Time of the Soul (Dirk Gently, #2)",Douglas Adams,4.06,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388257271i/357.jpg
"Fade Out (The Morganville Vampires, #7)",Rachel Caine,4.19,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327067249i/6289938.jpg
"Daddy-Long-Legs (Daddy-Long-Legs, #1)",Jean Webster,4.14,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545901408i/1499952.jpg
"Incarceron (Incarceron, #1)",Catherine Fisher,3.64,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327414514i/332775.jpg
Defending Jacob,William Landay,3.98,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329612158i/11367726.jpg
Heart of Darkness and The Secret Sharer,Joseph Conrad,3.5,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388273132i/616828.jpg
Scars and Voices: And Other Stories,Adam Carpenter Welles,4.48,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548387821i/43700638.jpg
"These Happy Golden Years (Little House, #8)",Laura Ingalls Wilder,4.19,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389579632i/77770.jpg
"The House at Pooh Corner (Winnie-the-Pooh, #2)",A.A. Milne,4.37,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348195621i/776407.jpg
"Night Play (Dark-Hunter #5, Were-Hunter #1)",Sherrilyn Kenyon,4.36,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316131575i/84151.jpg
"The Snowman (Harry Hole, #7)",Jo Nesbø,4.01,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355881478i/9572203.jpg
Raintree County,Ross Lockridge Jr.,3.96,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1173206735i/257233.jpg
Last Exit to Brooklyn,Hubert Selby Jr.,3.93,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362815242i/50275.jpg
Bumi Manusia,Pramoedya Ananta Toer,4.39,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1565658920i/1398034.jpg
"Magic Burns (Kate Daniels, #2)",Ilona Andrews,4.33,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311280284i/1811543.jpg
"Along Came a Spider (Alex Cross, #1)",James Patterson,4.1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388272560i/13145.jpg
Black Hawk Down: A Story of Modern War,Mark Bowden,4.29,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553055240i/55403.jpg
"Heist Society (Heist Society, #1)",Ally Carter,3.91,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359254479i/6574102.jpg
"The Reptile Room (A Series of Unfortunate Events, #2)",Lemony Snicket,3.99,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352146294i/78418.jpg
"Alas, Babylon",Pat Frank,4.08,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440605255i/38169.jpg
The House on Mango Street,Sandra Cisneros,3.63,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348245688i/139253.jpg
Sphere,Michael Crichton,3.8,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1174924200i/455373.jpg
The Mountain's Morning Song,William Graney,4.45,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547745646i/43600950.jpg
