id,title,year,genre,stars,rating,duration,img_src,YT_link
605,How I Met Your Mother,2005,"Comedy, Romance","['Jason Segel', 'Cobie Smulders', 'Neil Patrick Harris']",7.4,22,"""https://m.media-amazon.com/images/M/MV5BZWJjMDEzZjUtYWE1Yy00M2ZiLThlMmItODljNTAzODFiMzc2XkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg""",JlhveYg7h0k
606,Miami Vice,1984,"Action, Crime, Drama","['Philip Michael Thomas', 'Saundra Santiago', 'Olivia Brown']",7.9,48,"""https://m.media-amazon.com/images/M/MV5BMTlmMjJhNDctODg1NS00MzU1LTg3YzEtZGY2ZjYzOGE5OWZmXkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg""",b6OymLS64Jo
607,Sanford and Son,1972,Comedy,"['Demond Wilson', 'LaWanda Page', 'Don Bexley']",4.9,30,"""https://m.media-amazon.com/images/M/MV5BMTIwMzU3OTI1Nl5BMl5BanBnXkFtZTYwMTA3Mzg5.jpg""",1q94s_0QdZ0
608,The Real World,1992,"Drama, Reality-TV","['Alton Williams II', 'Arissa Hill', 'Brynn Smith']",6.9,30,"""https://m.media-amazon.com/images/M/MV5BMTg3NTIxODE1Nl5BMl5BanBnXkFtZTYwNTA5OTc4.jpg""",_FqABRhwWCE
609,L.A. Law,1986,Drama,"['Jill Eikenberry', 'Alan Rachins', 'Michael Tucker']",7.7,46,"""https://m.media-amazon.com/images/M/MV5BMTQyNzA5ODY1NV5BMl5BanBnXkFtZTYwMzE3Mjg5.jpg""",rtR4mErD5Es
610,The Shield,2002,"Crime, Drama, Thriller","['Catherine Dent', 'Walton Goggins', 'Michael Jace']",8.5,47,"""https://m.media-amazon.com/images/M/MV5BMTcwNzQwODI5NV5BMl5BanBnXkFtZTcwNzQxMjI5MQ@@.jpg""",RpabG1nyZMU
611,The Twilight Zone,1959,"Drama, Fantasy, Horror","['Robert McCord', 'Jay Overholts', 'Vaughn Taylor']",8.7,51,"""https://m.media-amazon.com/images/M/MV5BNTAzMDI5MzgtMGNkMC00MzllLWJhNjctNjA1NmViNGUxMzYxXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg""",29_gA_GDGvE
612,Alfred Hitchcock Presents,1955,"Comedy, Crime, Drama","['Harry Tyler', 'John Williams', 'Patricia Hitchcock']",8.1,25,"""https://m.media-amazon.com/images/M/MV5BOWQ1OGI0ZTItOTNkYi00NWFhLWE3ZWYtODVmMjkzMmM1NDYwXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg""",5-81EBPewPk
613,The Simpsons,1989,"Animation, Comedy","['Nancy Cartwright', 'Harry Shearer', 'Julie Kavner']",7.2,22,"""https://m.media-amazon.com/images/M/MV5BYjFkMTlkYWUtZWFhNy00M2FmLThiOTYtYTRiYjVlZWYxNmJkXkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg""",XPG0MqIcby8
614,Family Guy,1999,"Animation, Comedy","['Alex Borstein', 'Seth Green', 'Mila Kunis']",8.1,22,"""https://m.media-amazon.com/images/M/MV5BODEwZjEzMjAtNjQxMy00Yjc4LWFlMDAtYjhjZTAxNDU3OTg3XkEyXkFqcGdeQXVyOTM2NTM4MjA@.jpg""",cNzmQ3SU56Q
615,Family Ties,1982,"Comedy, Family","['Michael Gross', 'Meredith Baxter', 'Justine Bateman']",8.2,30,"""https://m.media-amazon.com/images/M/MV5BMTk1NDc3Mjc2OV5BMl5BanBnXkFtZTcwMDc4MzA1MQ@@.jpg""",XatRGut65VI
616,The Big Bang Theory,2007,"Comedy, Romance","['Jim Parsons', 'Kaley Cuoco', 'Simon Helberg']",7.5,22,"""https://m.media-amazon.com/images/M/MV5BY2FmZTY5YTktOWRlYy00NmIyLWE0ZmQtZDg2YjlmMzczZDZiXkEyXkFqcGdeQXVyNjg4NzAyOTA@.jpg""",WBb3fojgW0Q
617,30 Rock,2006,Comedy,"['Alec Baldwin', 'Tracy Morgan', 'Jack McBrayer']",7.6,22,"""https://m.media-amazon.com/images/M/MV5BMTQ4NDQ4OTUzOV5BMl5BanBnXkFtZTcwMjMzMTUyNw@@.jpg""",aYGbfKuBBBk
618,Heroes,2006,"Drama, Fantasy, Sci-Fi","['Hayden Panettiere', 'Milo Ventimiglia', 'Masi Oka']",7.6,45,"""https://m.media-amazon.com/images/M/MV5BMjI3ODU0OTQ1MV5BMl5BanBnXkFtZTgwNzI0MTQ2MzE@.jpg""",9AX6aXFdTkc
619,Grey's Anatomy,2005,"Drama, Romance","['Chandra Wilson', 'James Pickens Jr.', 'Justin Chambers']",7.6,41,"""https://m.media-amazon.com/images/M/MV5BMjgwNGNkZGYtMWQyYS00YjEzLWFmZTctODUzYWMxOWJkNTAzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg""",NULL
620,Nip/Tuck,2003,Drama,"['Julian McMahon', 'Joely Richardson', 'John Hensley']",8.6,44,"""https://m.media-amazon.com/images/M/MV5BMjA3NjM2MDEwMl5BMl5BanBnXkFtZTcwMDkyMjU1MQ@@.jpg""",J5j7aSh0UUQ
621,CSI: Crime Scene Investigation,2000,"Crime, Drama, Mystery","['Marg Helgenberger', 'George Eads', 'Eric Szmanda']",7.5,60,"""https://m.media-amazon.com/images/M/MV5BMTkyODgwMDMzNV5BMl5BanBnXkFtZTgwMTExOTMyMjE@.jpg""",X3MtwiC7h-g
622,The Honeymooners,1955,"Comedy, Family","['Art Carney', 'Audrey Meadows', 'Joyce Randolph']",6.8,30,"""https://m.media-amazon.com/images/M/MV5BMTMyNDM3Mjk2OV5BMl5BanBnXkFtZTcwMjE2MjEyMQ@@.jpg""",gWZ4mtZtvww
623,The Flintstones,1960,"Animation, Adventure, Comedy","['Mel Blanc', 'Jean Vander Pyl', 'Bea Benaderet']",7.9,30,"""https://m.media-amazon.com/images/M/MV5BNjBjNTVhNTctNjhiMC00Y2ZlLTljZTEtOWEyYWU5MmY4NjdhXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg""",gWZ4mtZtvww
624,Fat Albert and the Cosby Kids,1972,"Animation, Comedy, Family","['Gerald Edwards', 'Erika Scheimer', 'Lou Scheimer']",8.9,30,"""https://m.media-amazon.com/images/M/MV5BYzJkYjUxZjEtYzczNi00MzI0LTg1YWUtNWJiNmI5ZDhiNzQ2XkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg""",Ski1HSuFKW8
625,The Fresh Prince of Bel-Air,1990,Comedy,"['James Avery', 'Alfonso Ribeiro', 'Tatyana Ali']",8.5,22,"""https://m.media-amazon.com/images/M/MV5BOGUxOWQ4MzAtMmJjYS00M2U5LWEwZTAtYTc1YmZhNjg2NDRlXkEyXkFqcGdeQXVyMTYzMDM0NTU@.jpg""",_u6vYpbfCmQ
626,The Office,2005,Comedy,"['Jenna Fischer', 'John Krasinski', 'Rainn Wilson']",8.2,22,"""https://m.media-amazon.com/images/M/MV5BMDNkOTE4NDQtMTNmYi00MWE0LWE4ZTktYTc0NzhhNWIzNzJiXkEyXkFqcGdeQXVyMzQ2MDI5NjU@.jpg""",jz1omRneAGg
627,The Office,2001,"Comedy, Drama","['Martin Freeman', 'Mackenzie Crook', 'Lucy Davis']",6.9,30,"""https://m.media-amazon.com/images/M/MV5BNGI4YWZhZDAtMjYwNC00YWJjLTgzODQtNmQ0OTI2NGQzMWUwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg""",jz1omRneAGg
628,SportsCenter,1979,"News, Sport, Talk-Show","['Jalen Rose', 'Jenn Brown', 'Scott Van Pelt']",4.1,60,"""https://m.media-amazon.com/images/M/MV5BMmVmYzhiOTgtMjcyZS00YmUzLWEzODktNjFlMDI0ZDgwZjhmXkEyXkFqcGdeQXVyMTIxMDUyOTI@.jpg""",gWZ4mtZtvww
629,A Different World,1987,Comedy,"['Kadeem Hardison', 'Jasmine Guy', 'Darryl M. Bell']",8.8,60,"""https://m.media-amazon.com/images/M/MV5BMjM0NzVmZmItNTFmNC00ZTFkLWJhY2QtODAxNjdmMzAyMDE5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjg5NjkwODg@.jpg""",_FqABRhwWCE
630,American Idol: The Search for a Superstar,2002,"Game-Show, Music, Reality-TV","['Mark Thompson', 'Randy Jackson', 'Simon Cowell']",7.7,42,"""https://m.media-amazon.com/images/M/MV5BODExYmUyMjMtNGQ3OC00ZmY0LTk1NGYtOGYyNmYyODU4NDU1XkEyXkFqcGdeQXVyMzQ2MDI5NjU@.jpg""",RDi3Nzbz-YI
631,Freaks and Geeks,1999,"Comedy, Drama","['John Francis Daley', 'James Franco', 'Samm Levine']",7.5,44,"""https://m.media-amazon.com/images/M/MV5BZWJhOGFiZWMtYTY5Ni00NGU1LWE5OWItNzA5NThkNWUwYzc4XkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg""",Zc_TB41SLk4
632,Yo! MTV Raps,1988,Music,"['Scarface', 'Willie D.', 'DJ Jazzy Jeff']",8.1,60,"""https://m.media-amazon.com/images/M/MV5BODU0YjA1ZjgtYmQ3Zi00MDI3LWE2NjUtNjUwYTNkYWNkNjY3XkEyXkFqcGdeQXVyNjExODE1MDc@.jpg""",HyOCCCbxwMQ
633,NYPD Blue,1993,"Crime, Drama, Mystery","['Jimmy Smits', 'Gordon Clapp', 'James McDaniel']",8.7,45,"""https://m.media-amazon.com/images/M/MV5BMjEzMjg2ODkzNV5BMl5BanBnXkFtZTcwNTk0MjAwMQ@@.jpg""",fqbJTIrjKjw
634,In Living Color,1990,Comedy,"['Jim Carrey', 'Kelly Coffield Park', 'David Alan Grier']",6.7,30,"""https://m.media-amazon.com/images/M/MV5BMTk1OTExOTE0OF5BMl5BanBnXkFtZTcwNTI4MjgyMQ@@.jpg""",i1fn5d7PcaU
635,Chappelle's Show,2003,"Comedy, Music","['Donnell Rawlings', 'Rudy Rush', 'Charlie Murphy']",8.4,22,"""https://m.media-amazon.com/images/M/MV5BOWNjYTg5NGMtOWRjNy00ZGNlLTg2MmYtZjQ5NTM0MTQxOGM2XkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg""",G06gVPMN7yQ
636,The Brady Bunch,1969,"Comedy, Family","['Florence Henderson', 'Ann B. Davis', 'Maureen McCormick']",8.7,30,"""https://m.media-amazon.com/images/M/MV5BMTY0ODc0MzYyNV5BMl5BanBnXkFtZTYwODg4MzM5.jpg""",UEU_HF6TSVo
637,Modern Family,2009,"Comedy, Drama, Romance","['Sofía Vergara', 'Julie Bowen', 'Ty Burrell']",6.7,22,"""https://m.media-amazon.com/images/M/MV5BNzRhNWIxYTEtYjc2NS00YWFlLWFhOGEtMDZiMWM1M2RkNDkyXkEyXkFqcGdeQXVyNjc0MjkzNjc@.jpg""",aogZUDx51vQ
638,Battlestar Galactica,2004,"Action, Adventure, Drama","['Mary McDonnell', 'Jamie Bamber', 'James Callis']",6.6,44,"""https://m.media-amazon.com/images/M/MV5BZjBjMjk4YWQtZjY1MC00NTI5LWEwZDMtYWMyYjk2MjkzMThhXkEyXkFqcGdeQXVyNzA5NjUyNjM@.jpg""",q2x14ZhEc9k
639,Glee,2009,"Comedy, Drama, Music","['Jane Lynch', 'Matthew Morrison', 'Cory Monteith']",7.5,44,"""https://m.media-amazon.com/images/M/MV5BYWJhZjNjZjUtM2JlZC00ZWE3LWJmZDItMDRhMWJkMTJhZDhkXkEyXkFqcGdeQXVyMTkzODUwNzk@.jpg""",sefQqCMusJI
640,Married with Children,1987,Comedy,"['Christina Applegate', 'Katey Sagal', 'Amanda Bearse']",7.4,22,"""https://m.media-amazon.com/images/M/MV5BMzk2OWYzNDUtNGE5NC00MDI0LTkyMDktY2RmZjE0NGNmMWE1XkEyXkFqcGdeQXVyMzU3MTc5OTE@.jpg""",c7TJ_8wYKOE
641,Diff'rent Strokes,1978,"Comedy, Drama, Family","['Todd Bridges', 'Conrad Bain', 'Dana Plato']",7.8,30,"""https://m.media-amazon.com/images/M/MV5BMTMyNzA3ODA0OF5BMl5BanBnXkFtZTcwNTc5NTEzMQ@@.jpg""",ADwiukQuHjU
642,The A-Team,1983,"Action, Adventure, Crime","['Mr. T', 'Dwight Schultz', 'Dirk Benedict']",7.7,60,"""https://m.media-amazon.com/images/M/MV5BMzI0MjI1NjU5OF5BMl5BanBnXkFtZTcwNzg5NDUyMQ@@.jpg""",N1HMCArgqWM
643,Martin,1992,"Comedy, Drama, Romance","['Tisha Campbell-Martin', 'Thomas Mikal Ford', 'Carl Anthony Payne II']",8.6,30,"""https://m.media-amazon.com/images/M/MV5BMTg1MDE0NzA1N15BMl5BanBnXkFtZTcwOTkxNjA0MQ@@.jpg""",wXzjgyzfvKw
644,Toast of the Town,1948,"Comedy, Music","['Johnny Wayne', 'Frank Shuster', 'Topo Gigio']",6.3,60,"""https://m.media-amazon.com/images/M/MV5BMjEzMjIwMjExMl5BMl5BanBnXkFtZTcwODQxNTAwMQ@@.jpg""",NULL
645,The Odd Couple,1968,Comedy,"['Jack Lemmon', 'Walter Matthau', 'John Fiedler', 'Herb Edelman']",8.2,105,"""https://m.media-amazon.com/images/M/MV5BZDVhNzQxZDEtMzcyZC00ZDg1LWFkZDctOWYxZTY0ZmYzYjc2XkEyXkFqcGdeQXVyMjA0MDQ0Mjc@.jpg""",oVEEC8ynVMs
646,Star Trek: The Next Generation,1987,"Action, Adventure, Mystery","['Brent Spiner', 'Jonathan Frakes', 'LeVar Burton']",6.4,44,"""https://m.media-amazon.com/images/M/MV5BNDViYjAyZWUtNGQxMy00MDUyLTlkZTAtOWNkY2M5ZTk5MTE5XkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg""",NULL
647,"Beverly Hills, 90210",1990,"Drama, Romance","['Shannen Doherty', 'Luke Perry', 'Jennie Garth']",7.2,44,"""https://m.media-amazon.com/images/M/MV5BZjdhZjVhNDItMmYwZi00MWY1LTk0YWUtNjYzZDU2ZjlmY2ZlXkEyXkFqcGdeQXVyNDg4NjQ2OTU@.jpg""",pJDyXBiUdf4
648,The Walking Dead,2010,"Drama, Horror, Thriller","['Norman Reedus', 'Melissa McBride', 'Danai Gurira']",8.2,44,"""https://m.media-amazon.com/images/M/MV5BYTUwOTM3ZGUtMDZiNy00M2I3LWI1ZWEtYzhhNGMyZjI3MjBmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg""",sfAc2U20uyg
649,The Arsenio Hall Show,1989,"Comedy, Family, Music","['Burton Richardson', 'Michael Wolff', 'Sinbad']",6.9,60,"""https://m.media-amazon.com/images/M/MV5BNzA5YzI1YzktZWY3OS00NTU4LTljMTgtOTg4Mzc0MGYzMTgxXkEyXkFqcGdeQXVyMjcyMDU4NA@@.jpg""",Hzd4Pq5xnbg
650,ABC's Wide World of Sports,1961,Sport,"['Howard Cosell', 'Muhammad Ali', 'Bill Flemming']",6.2,90,"""https://m.media-amazon.com/images/M/MV5BNjJlZTdmOWQtMDUzOS00NmQ0LThlMTMtOTEzYjNiZDMxNDJjXkEyXkFqcGdeQXVyMjE5MzM3MjA@.jpg""",bZMcmvXO1Rs
651,NFL Monday Night Football,1970,Sport,"['Al Michaels', 'Howard Cosell', 'Dan Dierdorf']",8.2,60,"""https://m.media-amazon.com/images/M/MV5BMTIxMDAxNDA4NF5BMl5BanBnXkFtZTcwMTM0MTUxMQ@@.jpg""",rFzvBYFrhOc
652,Dallas,1978,"Drama, Romance","['Ken Kercheval', 'Patrick Duffy', 'Linda Gray']",7.7,60,"""https://m.media-amazon.com/images/M/MV5BNTg3ZDY1OWEtYjRkYy00NzQ4LWFjMjMtMDc0YzcxNzU5NmFhXkEyXkFqcGdeQXVyMTkxODQ4MDg@.jpg""",xmM9JcjKMlw
653,Dynasty,1981,"Drama, Romance","['Linda Evans', 'Joan Collins', 'Gordon Thomson']",8.7,44,"""https://m.media-amazon.com/images/M/MV5BMTQ5MDY0NDc3MV5BMl5BanBnXkFtZTcwODE4MjgyMQ@@.jpg""",Uq0soWMpkv8
654,Buffy the Vampire Slayer,1997,"Action, Drama, Fantasy","['Nicholas Brendon', 'Alyson Hannigan', 'Anthony Head']",6.5,43,"""https://m.media-amazon.com/images/M/MV5BY2MwOGIyZGYtNzgxZC00N2Q5LTllYjItM2U4MTkwMDBjYzUyXkEyXkFqcGdeQXVyNzA5NjUyNjM@.jpg""",-1v_q6TWAL4
655,The Vampire Diaries,2009,"Drama, Fantasy, Horror","['Paul Wesley', 'Ian Somerhalder', 'Kat Graham']",8.7,22,"""https://m.media-amazon.com/images/M/MV5BMDk3YzgxNDQtNTEzOS00NDMyLWFlYmYtYTZlMDk1NDkxNmMyXkEyXkFqcGdeQXVyNzA5NjUyNjM@.jpg""",BmVmhjjkN4E
656,South Park,1997,"Animation, Comedy","['Matt Stone', 'Isaac Hayes', 'Mona Marshall']",6.5,30,"""https://m.media-amazon.com/images/M/MV5BOGE2YWUzMDItNTg2Ny00NTUzLTlmZGYtNWMyNzVjMjQ3MThkXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg""",bkZHv-9e2ro
657,That's So Raven,2003,"Comedy, Family, Fantasy","['Orlando Brown', 'Anneliese van der Pol', 'Kyle Massey']",7.4,44,"""https://m.media-amazon.com/images/M/MV5BYmQ4Y2Y0MGMtYzljOC00MjJhLWIxNzktN2ZhMjY1ZDE3MjBmXkEyXkFqcGdeQXVyNjk1Njg5NTA@.jpg""",aR713Uqqzo4
658,Friday Night Lights,2006,"Drama, Sport","['Connie Britton', 'Zach Gilford', 'Aimee Teegarden']",7.5,60,"""https://m.media-amazon.com/images/M/MV5BMTYwNjIyMTYwOV5BMl5BanBnXkFtZTcwMTA2MDU1MQ@@.jpg""",FrzvFOvow_Y
659,Ugly Betty,2006,"Comedy, Drama, Romance","['Eric Mabius', 'Tony Plana', 'Ana Ortiz']",8.3,45,"""https://m.media-amazon.com/images/M/MV5BMTg4ODA2OTg5MF5BMl5BanBnXkFtZTcwNzcyMTQ5Mg@@.jpg""",mXv4OwJf4A4
660,Desperate Housewives,2004,"Comedy, Drama, Mystery","['Felicity Huffman', 'Marcia Cross', 'Eva Longoria']",7.4,30,"""https://m.media-amazon.com/images/M/MV5BYzI2MTFjZDktYTZhNS00YTU2LWI5ZTMtM2MzNDU1YjNhNTJlXkEyXkFqcGdeQXVyNzA5NjUyNjM@.jpg""",rAbKBUJ4NRY
661,Three's Company,1976,Comedy,"['Joyce DeWitt', 'Suzanne Somers', 'Richard Kline']",7.8,30,"""https://m.media-amazon.com/images/M/MV5BOTgyMjM3NjEzNl5BMl5BanBnXkFtZTcwMzIyNjAwMQ@@.jpg""",TYic5JxgTMc
662,The Little Rascals,1955,"Comedy, Family","['Sherwood Bailey', ""Bobbie 'Cotton' Beard"", ""Matthew 'Stymie' Beard""]",8.7,22,"""https://m.media-amazon.com/images/M/MV5BMTc3MDIwMTMzM15BMl5BanBnXkFtZTcwNTY3OTQ1MQ@@.jpg""",c1SOe4fZSPM
663,Utopia,2013,"Drama, Mystery, Sci-Fi","['Paul Higgins', 'Neil Maskell', ""Fiona O'Shaughnessy""]",8.4,50,"""https://m.media-amazon.com/images/M/MV5BMjMwMTA5NDc5M15BMl5BanBnXkFtZTgwMjQ4MTY0MjE@.jpg""",uJnN3WMwDsk
664,Riget,1994,"Comedy, Drama, Fantasy","['Kirsten Rolffes', 'Ghita Nørby', 'Holger Juul Hansen']",8.3,561,"""https://m.media-amazon.com/images/M/MV5BMmMxOWQ1YzMtMzgzNy00YjY1LTg3OGEtZjgzZWJhZTY2YzA3XkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg""",gWZ4mtZtvww
665,Generation Kill,2008,"Drama, War","['James Ransone', 'Lee Tergesen', 'Jon Huertas']",8.5,70,"""https://m.media-amazon.com/images/M/MV5BMTM2NjAxOTQzNl5BMl5BanBnXkFtZTcwMjk4NzU3MQ@@.jpg""",v3GkHcZHQrY
666,Orphan Black,2013,"Action, Drama, Sci-Fi","['Dylan Bruce', 'Jordan Gavaris', 'Kevin Hanchard']",8.3,44,"""https://m.media-amazon.com/images/M/MV5BZjM1ZTVlMGYtNjVkZS00OGMzLWFjMmYtYTE3NjJhZDRlODY3XkEyXkFqcGdeQXVyNzA5NjUyNjM@.jpg""",do_BCA-vR9E
667,Banshee,2013,"Action, Crime, Drama","['Ivana Milicevic', 'Ulrich Thomsen', 'Frankie Faison']",8.4,60,"""https://m.media-amazon.com/images/M/MV5BMTkzNTA1MDI5M15BMl5BanBnXkFtZTcwNTY3NjAwOQ@@.jpg""",VI7haj7HTCA
668,Lonesome Dove,1989,"Adventure, Drama, Western","['Tommy Lee Jones', 'Danny Glover', 'Diane Lane']",8.7,384,"""https://m.media-amazon.com/images/M/MV5BMjA4Nzk2NDc4N15BMl5BanBnXkFtZTcwMjYzMTE4MQ@@.jpg""",Y2J9NLNeZvQ
669,Monty Python's Flying Circus,1969,Comedy,"['John Cleese', 'Terry Gilliam', 'Eric Idle']",8.8,30,"""https://m.media-amazon.com/images/M/MV5BMWY2ZGI0OGUtZDc3YS00ZmVjLWJiNWQtZDdmNzFmM2UzYWFhXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg""",YULeGnKPdbM
670,Fawlty Towers,1975,Comedy,"['Prunella Scales', 'Andrew Sachs', 'Connie Booth']",8.7,30,"""https://m.media-amazon.com/images/M/MV5BYzc3MTQyYzMtMWY4Ny00N2RiLWI3ZDYtOWRlYjUxZDllMjQxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg""",1-TummWd5Bs
671,Deadwood,2004,"Crime, Drama, History","['Ian McShane', 'Molly Parker', 'Brad Dourif']",8.6,55,"""https://m.media-amazon.com/images/M/MV5BNDJhMjUzMDYtNzc4MS00Nzk2LTkyMGQtN2M5NTczYTZmYmY5XkEyXkFqcGdeQXVyMzU3MTc5OTE@.jpg""",nW4Dc-WqvJk
672,Hannibal,2013,"Crime, Drama, Horror","['Mads Mikkelsen', 'Caroline Dhavernas', 'Laurence Fishburne']",8.5,44,"""https://m.media-amazon.com/images/M/MV5BNWU5YmJhNWEtZGVlOS00NmRhLThmNzUtYjAyMDA2MDg5ZTM4XkEyXkFqcGdeQXVyNDIzMzcwNjc@.jpg""",Sx9bjEfzV_s
673,Fargo,2014,"Crime, Drama, Thriller","['Martin Freeman', 'Allison Tolman', 'Colin Hanks']",8.9,53,"""https://m.media-amazon.com/images/M/MV5BNTUyYjZiOTQtY2VhZC00MzdhLWJlNzctZjQyYjk1ZTZmOTZiXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg""",gKs8DzjPDMU
674,Penny Dreadful,2014,"Drama, Fantasy, Horror","['Timothy Dalton', 'Eva Green', 'Reeve Carney']",8.2,60,"""https://m.media-amazon.com/images/M/MV5BMTQ0Mzg2NzcyNl5BMl5BanBnXkFtZTgwMDE1NzU2NDE@.jpg""",YFXHfEqMcis
675,True Detective,2014,"Crime, Drama, Mystery","['Colin Farrell', 'Rachel McAdams', 'Taylor Kitsch']",9.3,55,"""https://m.media-amazon.com/images/M/MV5BMTUwMGM2ZmYtZGEyZC00OWQyLWI2Y2QtMTdjYzMxZGJmNjhjXkEyXkFqcGdeQXVyNjU2ODM5MjU@.jpg""",fVQUcaO4AvE
676,The Wire,2002,"Crime, Drama, Thriller","['Lance Reddick', 'Sonja Sohn', 'Wendell Pierce']",9.5,59,"""https://m.media-amazon.com/images/M/MV5BZmY5ZDMxODEtNWIwOS00NjdkLTkyMjktNWRjMDhmYjJjN2RmXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg""",9qK-VGjMr8g
677,Breaking Bad,2008,"Crime, Drama, Thriller","['Aaron Paul', 'Anna Gunn', 'Betsy Brandt']",9.3,49,"""https://m.media-amazon.com/images/M/MV5BMjhiMzgxZTctNDc1Ni00OTIxLTlhMTYtZTA3ZWFkODRkNmE2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg""",HhesaQXLuRY
678,Game of Thrones,2011,"Action, Adventure, Drama","['Peter Dinklage', 'Kit Harington', 'Lena Headey']",8.2,57,"""https://m.media-amazon.com/images/M/MV5BYTRiNDQwYzAtMzVlZS00NTI5LWJjYjUtMzkwNTUzMWMxZTllXkEyXkFqcGdeQXVyNDIzMzcwNjc@.jpg""",rlR4PJn8b8I
679,Les Revenants,2012,"Drama, Fantasy, Horror","['Clotilde Hesme', 'Frédéric Pierrot', 'Céline Sallette']",8.7,52,"""https://m.media-amazon.com/images/M/MV5BMjEwOTExNDY5MV5BMl5BanBnXkFtZTgwMzMzOTU5MTE@.jpg""",5bv_5IBPVuo
680,Better Call Saul,2015,"Crime, Drama","['Rhea Seehorn', 'Jonathan Banks', 'Patrick Fabian']",8.8,46,"""https://m.media-amazon.com/images/M/MV5BMGE4YzY4NGEtOWYyYS00ZDk2LWExMmMtZDIyODhiMmNlMGE0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg""",HN4oydykJFc
681,Black Mirror,2011,"Drama, Sci-Fi, Thriller","['Hannah John-Kamen', 'Michaela Coel', 'Beatrice Robertson-Jones']",8.4,60,"""https://m.media-amazon.com/images/M/MV5BYTM3YWVhMDMtNjczMy00NGEyLWJhZDctYjNhMTRkNDE0ZTI1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg""",nSDviEdvw4U
682,Ash vs Evil Dead,2015,"Action, Comedy, Fantasy","['Ray Santiago', 'Dana DeLorenzo', 'Lucy Lawless']",8.7,30,"""https://m.media-amazon.com/images/M/MV5BMTYyMjQyNTE5MF5BMl5BanBnXkFtZTgwMjEyMjE2NDM@.jpg""",-Yq3jeOmxSk
683,House of Cards,2013,Drama,"['Michel Gill', 'Robin Wright', 'Kate Mara']",8.5,51,"""https://m.media-amazon.com/images/M/MV5BODM1MDU2NjY5NF5BMl5BanBnXkFtZTgwMDkxNTcwNjM@.jpg""",SvSkxBYuoQY
684,The Knick,2014,"Drama, History","['André Holland', 'Jeremy Bobb', 'Juliet Rylance']",8.7,58,"""https://m.media-amazon.com/images/M/MV5BMTQ5NzcyNDc5MV5BMl5BanBnXkFtZTgwMDMyOTY5NjE@.jpg""",z9rKY8MLWTU
685,Preacher,2016,"Adventure, Drama, Fantasy","['Joseph Gilgun', 'Ruth Negga', 'Ian Colletti']",8.5,60,"""https://m.media-amazon.com/images/M/MV5BNzIyMDY4NmUtMGRhZS00ZjE4LWI5YWYtYTYxMzcwZWNlZWRkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg""",ZHcj-xjJNxM
686,Westworld,2016,"Drama, Mystery, Sci-Fi","['Jeffrey Wright', 'Ed Harris', 'Thandie Newton']",8.7,62,"""https://m.media-amazon.com/images/M/MV5BMTRmYzNmOTctZjMwOS00ODZlLWJiZGQtNDg5NDY5NjE3MTczXkEyXkFqcGdeQXVyMDM2NDM2MQ@@.jpg""",qLFBcdd6Qw0
687,The Expanse,2015,"Drama, Mystery, Sci-Fi","['Cas Anvar', 'Dominique Tipper', 'Wes Chatham']",8.3,60,"""https://m.media-amazon.com/images/M/MV5BNGJlNzU1OTEtZDRmNy00YTM3LTgxNDgtMWEwNTg2OGI1YzYwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg""",kQuTAPWJxNo
688,South Park,1997,"Animation, Comedy","['Matt Stone', 'Isaac Hayes', 'Mona Marshall']",8.9,22,"""https://m.media-amazon.com/images/M/MV5BOGE2YWUzMDItNTg2Ny00NTUzLTlmZGYtNWMyNzVjMjQ3MThkXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg""",bkZHv-9e2ro
