id,title,author,rating,img_src,genre
3111,The Hunchback of Notre-Dame,Victor Hugo,4.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388342667i/30597.jpg,Gothic
3112,The Castle of Otranto,Horace Walpole,3.18,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390597628i/12923.jpg,Gothic
3113,The Mysteries of Udolpho,Ann Radcliffe,3.38,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309376731i/93134.jpg,Gothic
3114,The Bloody Chamber and Other Stories,Angela Carter,3.98,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388633104i/49011.jpg,Gothic
3115,The Hound of the Baskervilles,Arthur Conan Doyle,4.11,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355929358i/8921.jpg,Gothic
3116,The Yellow Wall-Paper,Charlotte Perkins Gilman,4.12,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351778524i/286957.jpg,Gothic
3117,The Woman in Black,Susan Hill,3.72,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327869942i/37034.jpg,Gothic
3118,The Legend of Sleepy Hollow,Washington Irving,3.73,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348108368i/93261.jpg,Gothic
3119,The Little Stranger,Sarah Waters,3.54,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348922866i/6065182.jpg,Gothic
3120,Uncle Silas,J. Sheridan Le Fanu,3.74,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367864839i/49190.jpg,Gothic
3121,The House of the Seven Gables,Nathaniel Hawthorne,3.45,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348244293i/90192.jpg,Gothic
3122,My Cousin Rachel,Daphne du Maurier,3.96,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386609405i/18869970.jpg,Gothic
3123,The Raven,Edgar Allan Poe,4.28,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347398489i/264158.jpg,Gothic
3124,Collected Ghost Stories,M.R. James,4.16,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548628133i/650775.jpg,Gothic
3125,Melmoth the Wanderer,Charles Robert Maturin,3.72,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1373051517i/207313.jpg,Gothic
3126,"The Gormenghast Novels (Gormenghast, #1-3)",Mervyn Peake,3.99,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362402890i/39058.jpg,Gothic
3127,Mistress of Mellyn,Victoria Holt,3.9,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1477724375i/211953.jpg,Gothic
3128,Dragonwyck,Anya Seton,3.74,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328857302i/122856.jpg,Gothic
3129,The Italian,Ann Radcliffe,3.51,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309288284i/93136.jpg,Gothic
3130,Lady Audley's Secret,Mary Elizabeth Braddon,3.76,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388692586i/588747.jpg,Gothic
3131,Jamaica Inn,Daphne du Maurier,3.87,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386605082i/18869967.jpg,Gothic
3132,Gothic Tales,Elizabeth Gaskell,3.85,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388580053i/182385.jpg,Gothic
3133,The Distant Hours,Kate Morton,3.88,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368431157i/9150753.jpg,Gothic
3134,The Private Memoirs and Confessions of a Justified Sinner,James Hogg,3.67,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407402411i/87580.jpg,Gothic
3135,Affinity,Sarah Waters,3.74,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328087803i/72929.jpg,Gothic
3136,The Ghost Writer,John Harwood,3.38,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442351970i/123031.jpg,Gothic
3137,In a Glass Darkly,J. Sheridan Le Fanu,3.85,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1178784539i/837422.jpg,Gothic
3138,Rappaccini's Daughter,Nathaniel Hawthorne,3.91,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390176453i/364985.jpg,Gothic
3139,Vathek,William Beckford,3.29,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1338907992i/859694.jpg,Gothic
3140,Mary Reilly,Valerie Martin,3.64,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1345814612i/274975.jpg,Gothic
3141,Lost Souls,Poppy Z. Brite,3.89,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420793346i/452244.jpg,Gothic
3142,The Magic Toyshop,Angela Carter,3.85,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388410534i/81026.jpg,Gothic
3143,"The Meaning of Night (The Meaning of Night, #1)",Michael Cox,3.71,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328002091i/177076.jpg,Gothic
3144,On the Night of the Seventh Moon,Victoria Holt,3.96,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320455685i/311034.jpg,Gothic
3145,The Shivering Sands,Victoria Holt,3.87,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1258022755i/808879.jpg,Gothic
3146,The Ghost Stories of Edith Wharton,Edith Wharton,3.89,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386922125i/2305.jpg,Gothic
3147,Dracula,Bram Stoker,3.99,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387151694i/17245.jpg,Gothic
3148,The Willows,Algernon Blackwood,4.1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348548258i/1335601.jpg,Gothic
3149,Asylum,Patrick McGrath,3.82,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403310581i/895479.jpg,Gothic
3150,The Vampyre and Other Tales of the Macabre,Robert  Morrison,3.68,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1175045689i/472968.jpg,Gothic
3151,The Bride of Lammermoor (Tales of My Landlord #3 part 1),Walter Scott,3.61,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348553748i/49495.jpg,Gothic
3152,Marina,Carlos Ruiz Zafón,4.03,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1165444662i/4516.jpg,Gothic
3153,Don't Look Now,Daphne du Maurier,3.88,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1270495899i/50242.jpg,Gothic
3154,The Picture of Dorian Gray,Oscar Wilde,4.08,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546103428i/5297.jpg,Gothic
3155,The Ivy Tree,Mary  Stewart,3.89,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1485781903i/116341.jpg,Gothic
3156,Bride of Pendorric,Victoria Holt,3.83,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1258016829i/303675.jpg,Gothic
3157,Nine Coaches Waiting,Mary  Stewart,4.03,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550784765i/27695.jpg,Gothic
3158,"The Prince of Mist (Niebla, #1)",Carlos Ruiz Zafón,3.71,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1261604683i/7128341.jpg,Gothic
3159,The Tell-Tale Heart,Edgar Allan Poe,4.23,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534247939i/899492.jpg,Gothic
3160,The Manuscript Found in Saragossa,Jan Potocki,4.11,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348407684i/93180.jpg,Gothic
3161,Thornyhold,Mary  Stewart,3.79,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1487306504i/141452.jpg,Gothic
3162,The Fall of the House of Usher,Edgar Allan Poe,3.94,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387708966i/175516.jpg,Gothic
3163,Selected Tales,Edgar Allan Poe,4.19,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364575266i/71014.jpg,Gothic
3164,Hawthorne's Short Stories,Nathaniel Hawthorne,4.06,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391654731i/12307.jpg,Gothic
3165,The Ballad of the Sad Café and Other Stories,Carson McCullers,4.01,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388247157i/45791.jpg,Gothic
3166,Kirkland Revels,Victoria Holt,3.84,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1212196584i/44757.jpg,Gothic
3167,Bellefleur,Joyce Carol Oates,3.75,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1172455295i/177869.jpg,Gothic
3168,Tales of Unease,Arthur Conan Doyle,3.96,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333609136i/864386.jpg,Gothic
3169,Wieland and Memoirs of Carwin the Biloquist,Charles Brockden Brown,3.41,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1363299225i/402836.jpg,Gothic
3170,The Beetle,Richard Marsh,3.5,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1178654437i/816740.jpg,Gothic
3171,Seven Gothic Tales,Isak Dinesen,3.92,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348531032i/669305.jpg,Gothic
3172,"Gormenghast (Gormenghast, #2)",Mervyn Peake,4.02,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480786154i/258392.jpg,Gothic
3173,American Gothic Tales,Joyce Carol Oates,4.07,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348263609i/177866.jpg,Gothic
3174,One Thousand and One Ghosts,Alexandre Dumas,3.83,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328728976i/252572.jpg,Gothic
3175,The Masque of the Red Death,Edgar Allan Poe,4.08,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1172667858i/204779.jpg,Gothic
3176,Zofloya,Charlotte Dacre,3.57,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327912129i/1116977.jpg,Gothic
3177,A Sicilian Romance,Ann Radcliffe,3.35,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1178289835i/780730.jpg,Gothic
3178,Florence & Giles,John  Harding,3.63,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344676085i/7343071.jpg,Gothic
3179,Caleb Williams,William Godwin,3.47,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388424898i/195548.jpg,Gothic
3180,The Dancing Floor,Barbara Michaels,3.78,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464762784i/140402.jpg,Gothic
3181,Ghost Stories of an Antiquary,M.R. James,4.08,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348074857i/297353.jpg,Gothic
3182,The Sundial,Shirley Jackson,3.84,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1302216255i/131181.jpg,Gothic
3183,The Gargoyle,Andrew Davidson,3.96,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368598513i/2595138.jpg,Gothic
3184,"Gad's Hall (Gad's Hall, #1)",Norah Lofts,3.78,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1214414365i/1145983.jpg,Gothic
3185,Curse of the Kings,Victoria Holt,3.76,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390801412i/599919.jpg,Gothic
3186,The Great God Pan,Arthur Machen,3.74,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1223635929i/774846.jpg,Gothic
3187,"Titus Groan (Gormenghast, #1)",Mervyn Peake,3.91,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327871204i/39063.jpg,Gothic
3188,The Shadow of the Lynx,Victoria Holt,3.71,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387749245i/1250998.jpg,Gothic
3189,The Seance,John Harwood,3.56,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327249838i/3218327.jpg,Gothic
3190,The Asylum,John Harwood,3.4,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348098664i/15814529.jpg,Gothic
3191,"The Haunting of Gad's Hall (Gad's Hall, #2)",Norah Lofts,3.74,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1214414964i/1145984.jpg,Gothic
3192,Gothic Short Stories,David Blair,3.72,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348134849i/763497.jpg,Gothic
3193,Japanese Gothic Tales,Kyōka Izumi,4.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1178160523i/765949.jpg,Gothic
3194,Menfreya in the Morning,Victoria Holt,3.89,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1220239406i/599921.jpg,Gothic
3195,The Haunted Hotel & Other Stories,Wilkie Collins,3.74,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1540841841i/874863.jpg,Gothic
3196,The Violent Bear It Away,Flannery O'Connor,4.13,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1321448172i/13067179.jpg,Gothic
3197,Strange Case of Dr Jekyll and Mr Hyde and Other Tales,Robert Louis Stevenson,3.82,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348476943i/3219391.jpg,Gothic
3198,Great Tales of Terror from Europe and America: Gothic Stories of Horror and Romance 1765-1840,Peter Haining,4.04,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1267660416i/7811822.jpg,Gothic
3199,Green Darkness,Anya Seton,3.96,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388436605i/36254.jpg,Gothic
3200,The Legend of the Seventh Virgin,Victoria Holt,3.79,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1258161563i/278471.jpg,Gothic
3201,The Flowers of Evil,Charles Baudelaire,4.26,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335618432i/3213640.jpg,Gothic
3202,The Oxford Book of Gothic Tales,Chris Baldick,4.18,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1370719922i/267051.jpg,Gothic
3203,"My Sweet Audrina (Audrina, #1)",V.C. Andrews,3.87,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1178550284i/805023.jpg,Gothic
3204,The Observations,Jane  Harris,3.62,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1453186069i/212615.jpg,Gothic
3205,Reflections in a Golden Eye,Carson McCullers,3.82,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405312340i/243924.jpg,Gothic
3206,"Sepulchre (Languedoc, #2)",Kate Mosse,3.76,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328120460i/498835.jpg,Gothic
3207,Greygallows,Barbara Michaels,3.6,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348898514i/140427.jpg,Gothic
3208,White is for Witching,Helen Oyeyemi,3.59,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328020246i/6277227.jpg,Gothic
3209,Glenarvon,Caroline Lamb,3.03,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1191553488i/1996889.jpg,Gothic
3210,The Jewel of Seven Stars,Bram Stoker,3.42,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348397217i/543300.jpg,Gothic
3211,The King of the Castle,Victoria Holt,3.84,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170268472i/44752.jpg,Gothic
3212,Le Golem,Gustav Meyrink,3.88,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1171454739i/99802.jpg,Gothic
3213,The Old English Baron,Clara Reeve,2.94,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/nophoto/book/111x148.jpg,Gothic
3214,The Arrow Chest,Robert Stephen Parry,3.71,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1346289307i/10136070.jpg,Gothic
3215,The Master of Blacktower,Barbara Michaels,3.71,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1487300962i/140399.jpg,Gothic
3216,Là-Bas,Joris-Karl Huysmans,3.97,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328865622i/315298.jpg,Gothic
3217,The Splendor Falls,Rosemary Clement-Moore,3.82,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435465643i/6064646.jpg,Gothic
3218,Tregaron's Daughter,Madeleine Brent,4.13,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1487304285i/21111.jpg,Gothic
3219,The Historian,Elizabeth Kostova,3.78,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1292106400i/77273.jpg,Gothic
3220,Haunted Castles,Ray Russell,4.06,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366557641i/17707691.jpg,Gothic
3221,Le Château des Carpathes,Jules Verne,3.61,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355055123i/1452976.jpg,Gothic
3222,Moura,Virginia Coffman,3.98,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1247873293i/3421697.jpg,Gothic
3223,"The Glass of Time (The Meaning of Night, #2)",Michael Cox,3.99,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348731498i/3419681.jpg,Gothic
3224,"Watch the Wall, My Darling",Jane Aiken Hodge,3.81,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1487303357i/1635365.jpg,Gothic
3225,Wise Blood,Flannery O'Connor,3.86,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389629799i/48467.jpg,Gothic
3226,The Judge's House,Bram Stoker,3.86,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328038978i/2873124.jpg,Gothic
3227,Child of God,Cormac McCarthy,3.85,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320509467i/293625.jpg,Gothic
3228,Beasts,Joyce Carol Oates,3.57,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347463237i/762727.jpg,Gothic
3229,The Night of Elisa,Isis Sousa,3.97,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397052923i/21871899.jpg,Gothic
3230,The Castle of Wolfenbach: A German Story,Eliza Parsons,3.4,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348121193i/93195.jpg,Gothic
3231,The Devil's Elixirs,E.T.A. Hoffmann,3.85,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347262030i/1576915.jpg,Gothic
3232,The Time of the Hunter's Moon,Victoria Holt,3.82,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1258020316i/817221.jpg,Gothic
3233,Seance of the Souls,David      Haynes,4.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368195366i/17906254.jpg,Gothic
3234,The Short Life of Sparrows,Emm Cole,3.93,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421628612i/24568450.jpg,Gothic
3235,The Silent Companions,Laura  Purcell,3.91,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1500725504i/35458733.jpg,Gothic
3236,"Mist of Midnight (Daughters of Hampshire, #1)",Sandra Byrd,3.84,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1425975449i/22609434.jpg,Gothic
3237,"The House on Blackstone Moor (The Blackstone Vampires Series, #1)",Carole Gill,3.42,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381216297i/18636837.jpg,Gothic
3238,"The Necromancer, or The Tale of the Black Forest",Karl Friedrich Kahlert,3.39,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347920801i/321354.jpg,Gothic
3239,The Romance of the Forest,Ann Radcliffe,3.47,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348987880i/6422873.jpg,Gothic
3240,The Dead Travel Fast,Deanna Raybourn,3.59,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1258749783i/6916800.jpg,Gothic
3241,Tales Of The Grotesque and Arabesque,Edgar Allan Poe,4.14,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348372173i/6429012.jpg,Gothic
3242,"Three Gothic Novels: The Castle of Otranto, Vathek, The Vampyre, and a Fragment of a Novel",E.F. Bleiler,3.74,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328865417i/47404.jpg,Gothic
3243,Dracul,Dacre Stoker,4.08,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1524797501i/36193316.jpg,Gothic
3244,Wildfire at Midnight,Mary  Stewart,3.96,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344727140i/13592534.jpg,Gothic
3245,Crimson Peak: The Official Movie Novelization,Nancy Holder,3.9,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1445448328i/25241995.jpg,Gothic
3246,Strange Tales,Rudyard Kipling,3.61,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1414351879i/1704093.jpg,Gothic
3247,Three Gothic Novels : The Castle of Otranto ~ Vathek ~ Frankenstein,Peter Fairclough,3.71,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1286145480i/47376.jpg,Gothic
3248,The Doll: The Lost Short Stories,Daphne du Maurier,3.68,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327880348i/10560393.jpg,Gothic
3249,Mysteries of Winterthurn (The Gothic Saga #3),Joyce Carol Oates,3.73,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1338762788i/1425432.jpg,Gothic
3250,The Black Cat,Edgar Allan Poe,4.06,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387720896i/391724.jpg,Gothic
3251,Ligeia,Edgar Allan Poe,3.78,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1174584969i/419520.jpg,Gothic
3252,The Power of Darkness: Tales of Terror,E. Nesbit,3.82,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424763662i/1206331.jpg,Gothic
3253,The Murders in the Rue Morgue,Edgar Allan Poe,3.9,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409105459i/3301759.jpg,Gothic
3254,The Old Nurse's Story,Elizabeth Gaskell,3.62,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348053934i/10247156.jpg,Gothic
3255,Mrs de Winter,Susan Hill,3.02,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348248250i/94135.jpg,Gothic
3256,The Devil's Advocate,L.E.  Parker,3.22,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1481079705i/33260689.jpg,Gothic
3257,The Haunting of Cabin Green,April A. Taylor,3.13,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1521394681i/39315329.jpg,Gothic
3258,The Unicorn,Iris Murdoch,3.62,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389645574i/11235.jpg,Gothic
3259,"Too Sinful To Deny (Scoundrels & Secrets, #2)",Erica Ridley,3.8,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1290792479i/9363580.jpg,Gothic
3260,Coeur de goth,Aubepine Duroncier,4.33,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1302561193i/11083293.jpg,Gothic
3261,Fingersmith,Sarah Waters,4.03,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451444539i/17187000.jpg,Gothic
3262,"Too Wicked To Kiss (Scoundrels & Secrets, #1)",Erica Ridley,3.94,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349104433i/6898977.jpg,Gothic
3263,Willy,Robert Dunbar,4.09,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327875957i/10313783.jpg,Gothic
3264,Perfume: The Story of a Murderer,Patrick Süskind,4.02,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409112276i/343.jpg,Gothic
3265,Gothic Blue Book: The Haunted Edition,Cynthia Pelayo,4.02,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331645915i/13540072.jpg,Gothic
3266,The Elementals,Michael McDowell,4.04,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1350003640i/301053.jpg,Gothic
3267,Fengriffen: A Chilling Tale,David   Case,3.94,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1455199301i/2392848.jpg,Gothic
3268,The Moonstone,Wilkie Collins,3.91,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403192382i/6138.jpg,Gothic
3269,The Rousseau House,M.J. Konevich,2.75,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348395298i/1326481.jpg,Gothic
3270,"Unholy Testament - Full Circle (The Blackstone Vampires, #3)",Carole Gill,4.2,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389085598i/20464340.jpg,Gothic
3271,Silver Wood,Jeanne Williams,3.71,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347339420i/2272584.jpg,Gothic
3272,Moby-Dick,Herman Melville,3.5,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546422792i/14728268.jpg,Gothic
3273,"The Book of Shadows (Herculine, #1)",James Reese,3.3,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551967112i/185695.jpg,Gothic
3274,Old House of Fear,Russell Kirk,3.85,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348714781i/506325.jpg,Gothic
3275,The Tenant of Wildfell Hall,Anne Brontë,3.95,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546420160i/14760529.jpg,Gothic
3276,The Devil In Love,Jacques Cazotte,3.42,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1173156272i/252657.jpg,Gothic
3277,In Light of Shadows: More Gothic Tales by Izumi Kyoka,Kyōka Izumi,4.3,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1178160523i/765951.jpg,Gothic
3278,American Gothic,Robert Bloch,3.31,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1396799546i/156425.jpg,Gothic
3279,"Edgar Huntly or, Memoirs of a Sleep-Walker",Charles Brockden Brown,3.1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388713264i/597280.jpg,Gothic
3280,The Shunned House,H.P. Lovecraft,3.58,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344879698i/8507286.jpg,Gothic
3281,Conjure Wife,Fritz Leiber,3.85,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1383855099i/722251.jpg,Gothic
3282,The Picture in the House,H.P. Lovecraft,3.52,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1339022425i/6621014.jpg,Gothic
3283,The Temple,H.P. Lovecraft,3.8,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1339020634i/6505014.jpg,Gothic
3284,"Beautiful Creatures (Caster Chronicles, #1)",Kami Garcia,3.76,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361159361i/15789722.jpg,Gothic
3285,The Shining,Stephen King,4.22,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353277730i/11588.jpg,Gothic
3286,This House is Haunted,John Boyne,3.59,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366068693i/17307162.jpg,Gothic
3287,Search the Shadows,Barbara Michaels,3.79,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409355511i/6446250.jpg,Gothic
